ID,TITRE,TYPE,SSTYPE,CATEGORIE,STYLE,EVENEMENT,THEME1,THEME2,THEME3,NUMAGREMENT,RAISONSOCIALE,ADRESSE1,ADRESSE2,ADRESSE3,CODEPOSTAL,COMMUNE,PAYS,TEL1,TEL2,FAX,EMAIL1,EMAIL2,WEB1,WEB2,GPSX,GPSY,SIRET,APE,RCS,DESCRIPTIF_TITRE_FRANCAIS,DESCRIPTIF_SSTITRE_FRANCAIS,DESCRIPTIF_CHAPEAU_FRANCAIS,DESCRIPTIF_ARTICLE_FRANCAIS,DESCRIPTIF_TITRE_ANGLAIS,DESCRIPTIF_SSTITRE_ANGLAIS,DESCRIPTIF_CHAPEAU_ANGLAIS,DESCRIPTIF_ARTICLE_ANGLAIS,DESCRIPTIF_TITRE_ALLEMAND,DESCRIPTIF_SSTITRE_ALLEMAND,DESCRIPTIF_CHAPEAU_ALLEMAND,DESCRIPTIF_ARTICLE_ALLEMAND,DESCRIPTIF_TITRE_ESPAGNOL,DESCRIPTIF_SSTITRE_ESPAGNOL,DESCRIPTIF_CHAPEAU_ESPAGNOL,DESCRIPTIF_ARTICLE_ESPAGNOL,DESCRIPTIF_TITRE_ITALIEN,DESCRIPTIF_SSTITRE_ITALIEN,DESCRIPTIF_CHAPEAU_ITALIEN,DESCRIPTIF_ARTICLE_ITALIEN,PHOTO1,PHOTO2,PHOTO3,CLASSEMENT,LABEL1,LABEL2,LABEL3,ANIMAUX,HANDICAPE,TOURISME_HANDICAP1,TOURISME_HANDICAP2,TOURISME_HANDICAP3,TOURISME_HANDICAP4,DATEDU1,DATEAU1,DATEDU2,DATEAU2,DATEDU3,DATEAU3,DATEDU4,DATEAU4,DATEDU5,DATEAU5,CONTACT1TYPE,CONTACT1CIVI,CONTACT1NOM,CONTACT1PRENOM,CONTACT1FONCTION,CONTACT1EMAIL,CONTACT1TEL,CONTACT1FAX,CONTACT2TYPE,CONTACT2CIVI,CONTACT2NOM,CONTACT2PRENOM,CONTACT2FONCTION,CONTACT2EMAIL,CONTACT2TEL,CONTACT2FAX,CHAINE1,CHAINE2,CHAINE3,CHAINE4,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,MODE_PAIEMENT1,MODE_PAIEMENT2,MODE_PAIEMENT3,MODE_PAIEMENT4,MODE_PAIEMENT5,MODE_PAIEMENT6,MODE_PAIEMENT7,MODE_PAIEMENT8,MODE_PAIEMENT9,MODE_PAIEMENT10,EQUIPEMENT1,EQUIPEMENT2,EQUIPEMENT3,EQUIPEMENT4,EQUIPEMENT5,EQUIPEMENT6,EQUIPEMENT7,EQUIPEMENT8,EQUIPEMENT9,EQUIPEMENT10,EQUIPEMENT11,EQUIPEMENT12,EQUIPEMENT13,EQUIPEMENT14,EQUIPEMENT15,EQUIPEMENT16,EQUIPEMENT17,EQUIPEMENT18,EQUIPEMENT19,EQUIPEMENT20,SERVICE1,SERVICE2,SERVICE3,SERVICE4,SERVICE5,SERVICE6,SERVICE7,SERVICE8,SERVICE9,SERVICE10,SERVICE11,SERVICE12,SERVICE13,SERVICE14,SERVICE15,SERVICE16,SERVICE17,SERVICE18,SERVICE19,SERVICE20,ACTIVITE1,ACTIVITE2,ACTIVITE3,ACTIVITE4,ACTIVITE5,CONFORT1,CONFORT2,CONFORT3,CONFORT4,CONFORT5,GROUPES_ACCEPTES,GROUPE_MAX,GROUPE_MIN,NBRE_SALLE_REUNION,NBRE_PERSONNES_SALLE,SUPERFICIE_SALLE,TARIF1_LIBELLE,TARIF1_MIN,TARIF1_MAX,TARIF2_LIBELLE,TARIF2_MIN,TARIF2_MAX,TARIF3_LIBELLE,TARIF3_MIN,TARIF3_MAX,TARIF4_LIBELLE,TARIF4_MIN,TARIF4_MAX,TARIF5_LIBELLE,TARIF5_MIN,TARIF5_MAX,TARIF6_LIBELLE,TARIF6_MIN,TARIF6_MAX,TARIF7_LIBELLE,TARIF7_MIN,TARIF7_MAX,TARIF8_LIBELLE,TARIF8_MIN,TARIF8_MAX,TARIF9_LIBELLE,TARIF9_MIN,TARIF9_MAX,TARIF10_LIBELLE,TARIF10_MIN,TARIF10_MAX,TARIF11_LIBELLE,TARIF11_MIN,TARIF11_MAX,TARIF12_LIBELLE,TARIF12_MIN,TARIF12_MAX,TARIF13_LIBELLE,TARIF13_MIN,TARIF13_MAX,TARIF14_LIBELLE,TARIF14_MIN,TARIF14_MAX,TARIF15_LIBELLE,TARIF15_MIN,TARIF15_MAX,TARIF16_LIBELLE,TARIF16_MIN,TARIF16_MAX,TARIF17_LIBELLE,TARIF17_MIN,TARIF17_MAX,TARIF18_LIBELLE,TARIF18_MIN,TARIF18_MAX,TARIF19_LIBELLE,TARIF19_MIN,TARIF19_MAX,TARIF20_LIBELLE,TARIF20_MIN,TARIF20_MAX
COMCHA0080000712,La Boucherie Ardennaise ,Commerce:Service,,Commerces alimentaires,,,Boucherie,,,,,RN 51 ,,,8270,FAISSAULT,FRANCE,03 24 38 84 55,,,,,,,49.60748,4.511433,,,,La Boucherie Ardennaise ,Fabrice NETZER,,"Andouillette, fromage de tête, jambon blanc cuit au torchon.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/3aeddbc2-d966-46e3-a5de-4dd9467f7ce8/la+boucherie+ardennaise.jpg,http://cnstlltn.com/master/3b55791b-b756-4ab0-a778-98bb00b0b1b6/logo+adf.jpg,http://cnstlltn.com/master/68873438-7b73-4c9a-82b6-21a98388219b/netzer.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000916,La Crêp'rit,Commerce:Service,,Commerces alimentaires,,,,,,,,16 place de la république,,,8600,GIVET,FRANCE,06 33 74 90 44,,,,,http://www.facebook.com/pages/La-Crêprit/573768252724094,,50.13521,4.828162,,,,La Crêp'rit-Givet-Ardenne-France,,"Une envie de crêpes ? Rendez-vous à la crêp'rit, place de la république à Givet",Horaire d'ouverture: Du mardi au jeudi de 9h à 17h30Le vendredi de 9h à 21hLe samedi et le dimanche de 13h30 à 21hFermé le lundiHoraires d'été :Ouvert du mardi au dimanche midi et soirDu mardi au vendredi de 11h30 à 13h30 et de 16h30 à 21hSamedi de 13h30 à 21hDimanche 13h30 à 20h30,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/60808e3b-67e6-49b8-a3dd-1555fea1d7f3/10354667_578962075538045_4954780139821147516_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000451,La Poste,Commerce:Service,,Banques et assurances,,,Banque,,,,,"5, rue Pasteur",,,8800,MONTHERME,FRANCE,+33 (0)3 24 53 98 80,,+33 (0)3 24 53 24 22,,,,,49.89996,4.750521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000652,La Poste,Commerce:Service,,Banques et assurances,,,Banque,,,,,"78, place de l' Hôtel de Ville",,,8120,BOGNY SUR MEUSE,FRANCE,+33 (0)3 24 55 65 43,,,,,,,49.84687,4.754945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000893,Les Petits Points d'Anaïs,Commerce:Service,,Artisan,,,Divers,,,,,15 rue de l'Enclos,,,8090,CLIRON,FRANCE,03 24 54 98 83,,,sylvie.pouply@wanadoo.fr,,,,49.81338,4.61002,,,,Les Petits Points d'Anaïs,,Adhérent à la marque collective  Ardennes de France ,"Articles de broderie uniques entièrement réalisés à la main et personnalisables: linges de toilette, articles de cuisine, sacs, vêtements.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/c0c71baa-28d6-4efe-bac0-35d4d94eb82b/photo+tablier+boutique.jpg,http://cnstlltn.com/master/fa473e98-8546-475b-809c-e021828f7b06/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000942,Librairie Plume et Bulle ,Commerce:Service,,Commerces et services divers,,,Librairie,,,,,17 rue Irénée Carré,LIBRAIRIE PLUME ET BULLE,,8000,CHARLEVILLE MEZIERES,FRANCE,06 32 71 05 79,,,contact@plumeetbulle.fr,,,,49.77263,4.719153,,,,LIBRAIRIE PLUME ET BULLE,,,"L'idée était audacieuse et n'a pas attendu pour devenir une réalité. Le projet est de créer une librairie spécialisée dans la bande-dessinée à Charleville-Mézières, café-librairie qui soit avant tout un lieu d'échanges culturels : dédicaces, rencontres, expositions, contes, animations, jeux de rôles, et plus encore. Un nouveau concept à Charleville :-café-librairie associatif avec animations et expositions diverses (cours de dessins par Hervé Gourdet).Un nouveau lieu à découvrir absolument !",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/6ead1201-ae82-4a21-a490-d7f75d018d07/plume+et+bulle.jpg,,,,,,,,,,,,,,,,,,,,,,,Propriétaire,,BELLARD,Elodie,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000930,Loisir sportif,Commerce:Service,,,,,,,,,,,,,8000,CHARLEVILLE MEZIERES,FRANCE,,,,,,,,49.77932,4.718441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000903,Maison Jacquemart,Commerce:Service,,Artisan,,,Boucherie,,,,,10 rue du Ménil,,,8200,SEDAN,FRANCE,03 24 29 15 33,,,,,,,49.69965,4.950535,,,,Maison Jacquemart,,Adhérente à la marque collective  Ardennes de France .,Charcuterie artisanale,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/951b963b-9491-4aa0-88c5-f8426d8490cc/terrine+sedanaise.jpg,http://cnstlltn.com/master/bbe2e919-b8e0-4109-bd6e-e550030cac48/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001030,Mass'Art,Commerce:Service,,Commerces et services divers,,,Divers,,,,,2 rue du Maréchal Leclerc,,,8600,GIVET,FRANCE,03 24 42 66 86,,,latelier-massart@orange.fr,,,,50.1391,4.822688,,,,Mass'Art - Givet-Ardenne-France,,Serrurerie - Ferronnerie artisanale.,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/30c17787-cbc6-4c04-9b18-7aca11462ff0/ironwork-1197437.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001028,Meca Pneus 08,Commerce:Service,,Commerces et services divers,,,Garage,,,,,50A rue Oger,,,8600,GIVET,FRANCE,03 24 54 98 67,,,meca-pneus-08@orange.fr,,,,50.13213,4.834275,,,,Meca pneus 08 ,,Vente et montage de pneumatiques été - hiver.,"Montage de pneumatiques sur véhicules tourisme - utilitaire - 4x4 - Quad - Moto - Agricole.Sur RENDEZ-VOUS - Tel. 0 24 54 98 67Nettoyage intérieur-extérieur-mécanique générale.Partenaire Allopneus, centrale pneus, 123 pneus, 1001 pneus, tribupneus Des spécialistes à votre service.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/436326da-d4c6-46b9-9672-bcc5427e6426/tire-1-1454287.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000619,Médiathèque ,Commerce:Service,,,,,,,,,,"36, rue Pasteur",,,8800,MONTHERME,FRANCE,+33 (0)3 24 53 07 50,,+33 (0)3 24 53 07 50,mediatheque-montherme@wanadoo.fr,,,,49.89996,4.750521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000842,Médiathèque Municipale Georges Delaw de Sedan,Commerce:Service,,Equipements culturels,,,,,,,,Corne de Soissons,Médiathèque Municipale,,8200,SEDAN,FRANCE,03 24 29 26 48,,,mediatheque@ville-sedan.fr,,http://www.bm-sedan.fr/,,49.70042,4.943086,,,,Médiathèque Municipale Georges Delaw,,Ouverte toute l'annéeFermé le lundi,"La Médiathèque municipale Georges Delaw propose la consultation sur place et le prêt à domicile d'un ensemble de documents :livres et livres audio, revues et journaux, bande dessinées, CD audio, DVD ou encore partitions musicales.Elle permet également la consultation sur place de documents anciens comme les archives municipales, les fonds patrimonial et le fonds local.Il est également possible de consulter librement internet et les bases de données d'images numérisées.Expositions, spectacles, concerts, conférences, lectures, rencontres, ateliers sont présentés tout au long de l'année, de nombreuses animations en direction des adultes et/ou des enfants.La consultation sur place des livres, revues, journaux et bandes dessinées est libre et gratuite, comme toutes les animations qu'elle propose.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/66da181d-d14c-4a97-9be6-23798cd68734/mediatheque1.gif,http://cnstlltn.com/master/b2e1b3aa-3dcc-43a1-b6ff-12115026a34d/hugo_boris_sedan_1.jpg,http://cnstlltn.com/master/168d9aa3-a7bc-407c-ae56-4a08638d7c11/mediatheque-de-sedan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000888,Meunerie  Moulin des Etangs ,Commerce:Service,,Artisan,,,Divers,,,,,Moulin des Etangs,,,8160,HANNOGNE ST MARTIN,FRANCE,03 24 54 01 72,,,moulindesetangs@wanadoo.fr,,,,49.67665,4.822849,,,,Meunerie  Moulin des Etangs ,,Adhérent à la marque collective  Ardennes de France .,"Farine de qualité supérieure, utilisée pour la fabrication du Pain pavé d'Ardenne.",,,,,,,,,,,,,,,,,http://cnstlltn.com/master/54aac92b-2ebc-4e07-9f48-7e0ae77c5e4f/moulindesetangs.jpg,http://cnstlltn.com/master/7800d919-af1a-487b-900a-76eba8a6cae6/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000914,Mister Kebab,Commerce:Service,,Commerces alimentaires,,,Divers,,,,,17 rue Chanzy,,,8600,GIVET,FRANCE,03 24 56 37 08,,,,,http://www.facebook.com/pages/Mister-kebab/425965377474430,,50.14516,4.839093,,,,Mister Kebab - Givet-Ardenne-France,,Restauration rapide: Mister Kebab au 17 de la rue Chanzy.,Horaires d'ouverture: Du lundi au vendredi de 11h à 13h30 et de 17h30 à 23hSamedi et dimanche de 17h30 à 23hSur place ou à emporter,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/5b083a87-a2de-4fc1-90c9-1c5f8cc463db/doner-1135362-m.jpg,http://cnstlltn.com/master/9737edeb-ff23-4fea-99c5-a01d00b1c937/1011086_277429625767202_1464963347_n.jpg,http://cnstlltn.com/master/d4376c63-9b45-49f4-9db0-0053cd6c51fc/1947559_270783293098502_505158826_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000840,MJC Calonne,Commerce:Service,,Equipements culturels,,,,,,,,Place Calonne,,,8200,SEDAN,FRANCE,03 24 27 09 75,,,m.j.c.calonne@wanadoo.fr,,http://www.mjc-calonne.com/,,49.6999,4.944535,,,,MJC Calonne,,Ouvert toute l'année.,Retrouvez notre programme et nos activités sur www.mjc-calonne.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000841,MJC Centre Social Torcy Cités,Commerce:Service,,Equipements culturels,,,,,,,,"75, Avenue Marne",,,8200,SEDAN,FRANCE,03 24 27 60 31,,,,,,,49.69848,4.936284,,,,MJC Centre Social Torcy Cités,,Ouvert toute l'année.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000945,Monde Actuel Voyages - Agence réceptive,Commerce:Service,,Commerces et services divers,,,Agence de voyages,,,,,17 Avenue Jean Jaurès,,,8000,CHARLEVILLE MEZIERES,FRANCE,+33(0)3.24.59.02.53,,+33(0)3.24.59.20.30,mondeactuelvoyages@orange.fr,,,,49.77932,4.718441,,,,,,,,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/db4557a8-d2cf-4d8a-92a2-b49552144d09/images.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000943,OFFICE DE TOURISME DE CHARLEVILLE-MEZIERES ET SA REGION,Commerce:Service,,Associations,,,Agence de voyages,,,,,4 place Ducale,Office de Tourisme de Charleville-Mézières,,8000,CHARLEVILLE MEZIERES,FRANCE,03 24 55 69 90,,03 24 55 69 89,charl.mez@orange.fr,,http://www.charleville-tourisme.com,,49.77397,4.719927,IM82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000898,Orchestre Anthracite ,Commerce:Service,,Autres équipements,,,Divers,,,,,32 rue de Labie,,,8150,SECHEVAL,FRANCE,0324 33 23 10,,,,,,,49.85918,4.660799,,,,Orchestre Anthracite ,,Adhérent à la marque collective  Ardennes de France .,Orchestre qui a gardé la tradition des bals populaires ardennais.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/e6b3b125-0afc-403f-8136-f733b6485224/orchestre+anthracite+2.jpg,http://cnstlltn.com/master/5a29ca65-0a78-40eb-b911-670d72c2eb5c/logo+adf.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080001025,Orthophoniste Melle SCHMITT Antinéa,Commerce:Service,,Services médicaux et paramédicaux,,,,,,,,12 esplanade Jacques Sourdille,Pôle santé de la Pointe,,8600,GIVET,FRANCE,07 68 44 90 35,,,,,,,50.14516,4.839093,,,,Orthophoniste Melle SCHMITT Antinéa,Pôle santé de la Pointe,,Consultations orthophoniste au pôle santé de la Pointe sur Rendez-vous au 07 68 44 90 35.,,,,,,,,,,,,,,,,,http://cnstlltn.com/master/7bc7d72b-2a65-46a4-9132-8dab5827693e/9aa3fe71-bb84-4f17-9e3d-0117f5e8e0f7_134.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000922,Pension canine/féline - La Toutounière,Commerce:Service,,Commerces et services divers,,,Animaux / Vétérinaire,,,,,Route de Vrigne-Meuse,,Zac du Boitron,8440,VIVIER AU COURT,FRANCE,03 24 52 11 89,,03 24 32 12 77,contact@latoutouniere.fr,,http://www.latoutouniere.fr,,49.72336,4.839508,,,,Pension canine / féline - La Toutounière,Le plus centre canin de France,"Nous nous occuperons de votre animal pendant vos vacances, ou vos week-ends. PARTEZ TRANQUILLES !!!","La Toutounière a été crée en 1994. Spécialisée dans le domaine canin, avec plus de 18 ans d'expérience, la Toutounière leader sur la Champagne-Ardennes, étend aujourdhui ces compétences sur la France entière grâce au site de vente en ligne. Avec un showroom de 300 m2 et des milliers de références présentées, la Toutounière importe directement ses produits des fabricants du monde entier afin de vous faire profiter des meilleurs prix en évitant les intermédiaires.LA TOUTOUNIERE est notamment spécialisé dans la vente de poussettes pour chien et chats, de buggy, caisse de transport chien et sac de transport pour animaux. Mais aussi de poussettes Innopet pour chien. Nous vendons également le plus grand choix du net de canapés cuir et canapé simili cuir pour chien. nous sommes également spécialisé en accessoires de toilettage, table de toilettage, table pliante, table hydraulique, table électrique tondeuse chien, tondeuse électrique; tondeuse sans fil, séchoir, pulseur et l'un des plus grand choix de vêtement pour chien de France.Nous proposons de nombreux services au sein de La Toutounière :- piscine ; salle de sport ; Balnéothérapie, sauna pour animaux- formation attestation d'aptitude.- éducation, dressage, problèmes de comportement.- pension chiens et chats - vente en magasin et en ligne ;- toilettage chien et chat.Ouverture :Du Lundi au vendredi: de 9h à 12h et de 14h à 19hLe Samedi: de 9h à 19hSite vitrine : www.latoutouniere.frSite de ventes : www.shop.latoutouniere.frMail : contact@latoutouniere.fr",Canine / feline board - The Toutounière,Most canine center of France,"We will take care of your pet during your holiday, or weekends. STILL GO !!!","Gym for dogs and cats (Aquariothérapie, Spa Therapy, Physiotherapy, Cosmetology, Training, Massage, Rehabilitation), grooming, education, shop ... All year pension for updated their animal vaccines and identification. Pension all races. Everything to please your 4 legged companion ... From Monday to Saturday From 9am to 12am and from 2pm to 7pm",,,,,,,,,,,,,,,,,,,,Animaux acceptés,Accès handicapés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boutique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMCHA0080000417,Multimedia Point in Givet,Commerce:Service,,Points multimédia,,,Librairie,,,,,"18, rue Méhul",Centre Culturel Pierre Tassin,,8600,GIVET,FRANCE,03 24 41 74 35,,,,,,,50.1375,4.82292,,,,Point multimédia Givet,,Point d'accès multimédia au Centre Culturel Pierre Tassin à Givet,Horaires d'ouverture: Lundi : 14h00 à 18h00Mardi : 14h00 à 17h00Mercredi : 14h00 à 18h00Jeudi : 14h00 à 18h00Vendredi : 14h00 à 19h00,Multimedia point in Givet,,Multimedia access is situated at the Cultural Center named Pierre Tassin in Givet,Opening hours: Monday: 2:00 pm to 6:00 pmTuesday: 2:00 pm to 5:00 pmWednesday: 2:00 pm. to 6:00 pmThursday: 2:00 pm to 6:00 pm Friday: 2:00 pm to 7:00 pm,,,,,,,,,,,,,http://cnstlltn.com/master/becc5958-8ea8-4aca-a0c9-cf6b418e3a32/becc5958-8ea8-4aca-a0c9-cf6b418e3a32_134.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,français,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impression A3 noir et blanc,0.00,0.20,Impression A4 couleur,0.00,0.50,Connexion Internet,0.00,1.50,Impression A4 noir et blanc,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
